date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:40:10	8004/8004	---M--	200	added ('OK')	application/x-javascript	etag:%221f44-5b4c4519324cf%22	https://myungjeejung.com/wp-content/themes/twentyseventeen/assets/js/global.js?ver=20190121	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/themes/twentyseventeen/assets/js/global5841.js	(from https://myungjeejung.com/)
20:40:10	70019/70019	---M--	200	added ('OK')	image/jpeg	etag:%2211183-59962f9665edd%22	https://myungjeejung.com/wp-content/uploads/2019/12/ELVrdohXsAcKgst.jpg	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/uploads/2019/12/ELVrdohXsAcKgst.jpg	(from https://myungjeejung.com/)
20:40:11	6045/6045	---M--	200	added ('OK')	application/x-javascript	etag:%22179d-5b4c4519324cf%22	https://myungjeejung.com/wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo.js?ver=2.1.2	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo431f.js	(from https://myungjeejung.com/)
20:40:11	6704/6704	---M--	200	added ('OK')	application/x-javascript	etag:%221a30-5986ea377384c%22	https://myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/circle/jquery.easy-pie-chart.js?ver=1.6	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/circle/jquery.easy-pie-chartf24c.js	(from https://myungjeejung.com/)
20:40:12	7457/7457	---M--	200	added ('OK')	application/x-javascript	etag:%221d21-5986ea377384c%22	https://myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/circle/custom.js?ver=1.6	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/circle/customf24c.js	(from https://myungjeejung.com/)
20:40:13	38111/38111	---M--	200	added ('OK')	application/x-javascript	etag:%2294df-5986ea3773464%22	https://myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/gage/justgage.js?ver=1.6	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/gage/justgagef24c.js	(from https://myungjeejung.com/)
20:40:14	92764/92764	---M--	200	added ('OK')	application/x-javascript	etag:%2216a5c-5986ea3773464%22	https://myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/gage/raphael-2.1.4.min.js?ver=1.6	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/gage/raphael-2.1.4.minf24c.js	(from https://myungjeejung.com/)
20:40:14	1434/1434	---M--	200	added ('OK')	application/x-javascript	etag:%2259a-5b4c471666402%22	https://myungjeejung.com/wp-includes/js/wp-embed.min.js?ver=5.5.3	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-includes/js/wp-embed.min5697.js	(from https://myungjeejung.com/)
20:40:16	2123/2123	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Nov%202020%2011:40:15%20GMT	https://myungjeejung.com/wp-json/wp/v2/pages/18	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/wp/v2/pages/18.json	(from https://myungjeejung.com/about/)
20:40:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Nov%202020%2011:40:16%20GMT	https://myungjeejung.com/?p=18	D:/MyWebsite/MyauHomepage/myungjeejung.com/index0735.html	(from https://myungjeejung.com/about/)
20:40:17	2252/2252	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Nov%202020%2011:40:16%20GMT	https://myungjeejung.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmyungjeejung.com%2Fabout%2F	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/oembed/1.0/embed926a.json	(from https://myungjeejung.com/about/)
20:40:17	2671/2671	---MC-	200	added ('OK')	text/xml	date:Mon,%2023%20Nov%202020%2011:40:17%20GMT	https://myungjeejung.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmyungjeejung.com%2Fabout%2F&format=xml	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/oembed/1.0/embed6f3e	(from https://myungjeejung.com/about/)
20:40:18	32312/32312	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Nov%202020%2011:40:18%20GMT	https://myungjeejung.com/wp-json/wp/v2/pages/69	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/wp/v2/pages/69.json	(from https://myungjeejung.com/portfolio/)
20:40:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Nov%202020%2011:40:19%20GMT	https://myungjeejung.com/?p=69	D:/MyWebsite/MyauHomepage/myungjeejung.com/indexe2dc.html	(from https://myungjeejung.com/portfolio/)
20:40:19	2272/2272	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Nov%202020%2011:40:19%20GMT	https://myungjeejung.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmyungjeejung.com%2Fportfolio%2F	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/oembed/1.0/embed299b.json	(from https://myungjeejung.com/portfolio/)
20:40:20	2691/2691	---MC-	200	added ('OK')	text/xml	date:Mon,%2023%20Nov%202020%2011:40:20%20GMT	https://myungjeejung.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmyungjeejung.com%2Fportfolio%2F&format=xml	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/oembed/1.0/embed88bc	(from https://myungjeejung.com/portfolio/)
20:40:21	19226/19226	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Nov%202020%2011:40:21%20GMT	https://myungjeejung.com/wp-json/wp/v2/pages/39	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/wp/v2/pages/39.json	(from https://myungjeejung.com/hobby/)
20:40:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Nov%202020%2011:40:22%20GMT	https://myungjeejung.com/?p=39	D:/MyWebsite/MyauHomepage/myungjeejung.com/indexba52.html	(from https://myungjeejung.com/hobby/)
20:40:22	2252/2252	---MC-	200	added ('OK')	application/json	date:Mon,%2023%20Nov%202020%2011:40:22%20GMT	https://myungjeejung.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmyungjeejung.com%2Fhobby%2F	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/oembed/1.0/embed2d0e.json	(from https://myungjeejung.com/hobby/)
20:40:23	2671/2671	---MC-	200	added ('OK')	text/xml	date:Mon,%2023%20Nov%202020%2011:40:22%20GMT	https://myungjeejung.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmyungjeejung.com%2Fhobby%2F&format=xml	D:/MyWebsite/MyauHomepage/myungjeejung.com/wp-json/oembed/1.0/embed9140	(from https://myungjeejung.com/hobby/)
20:40:24	58792/58792	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Nov%202020%2011:40:23%20GMT	https://myungjeejung.com/raphael.svg	D:/MyWebsite/MyauHomepage/myungjeejung.com/raphael.5d.delayed	(from https://myungjeejung.com/wp-content/plugins/skt-skill-bar/skill_bar/gage/raphael-2.1.4.min.js?ver=1.6)
